,review,date
2379,Old version is Good. This version is not working,"June 20, 2021"
2380,It's useful and simplify our gov. tansactions,"February 17, 2019"
2381,amazing App. we can't live without it,"February 17, 2019"
2382,excellent application makes life easier,"February 17, 2019"
2383,the best app for enhancing quality of life. more than 160 services can be done thru Absher without visiting governmental entities. those who are evaluating or writing comments without knowing what's going on must stop this dirty game,"February 17, 2019"
2384,it's very useful and helpful so I like it.,"February 18, 2019"
2385,excellent app. makes life easy.. thank you for this great app.,"February 18, 2019"
2386,a great application that I use to get governmental services. save my time 👍,"February 17, 2019"
2387,Not loging in with the given id and password,"September 25, 2019"
2388,the very useful application here in Kingdom of Saudi Arabia... 💚💚💚,"July 18, 2021"
2389,Were is driving violation records the old version is better,"July 4, 2021"
2390,I will try to login on my account of absher from my Samsung Note9 but this app no work,"January 25, 2021"
2391,As Saudi it is the best apps ever and it makes our live easy those who attacked the apps are not Saudi and they are mislead by media,"February 15, 2019"
2392,"Brilliant application,, keep updating Many thanks","February 14, 2019"
2393,Very good application. Thank you MOI..!!,"February 16, 2019"
2394,"easy to use, helpful","February 17, 2019"
2395,thank you absher very helpful website for all in Saudi arabia. great job,"June 12, 2021"
2396,very useful and easy to use👌🏻,"February 16, 2019"
2397,Great tool to ease our life quality many things from door to door.,"February 18, 2019"
2398,great app allows me to do most of government Procedures like renew passport,"February 17, 2019"
2399,great app makes our life more easier! men and women alot of thanks for the king of humanity our Saudi government 🇸🇦🇸🇦🇸🇦♥️,"February 17, 2019"
2400,Very poor application because very slow,"November 15, 2020"
2401,Best Government Application Thank you the Government of Saudi Arabia and the Ministry of Interior,"February 18, 2019"
2402,Old version was good. This is similar as individuals app.,"June 17, 2021"
2403,This amazing App saved me and my family thousands of hours that we used to waste on government paper work,"February 18, 2019"
2404,it simplifies the governmental service,"February 17, 2019"
2405,useful for use to many services,"February 18, 2019"
2406,It's very useful app. thanks absher developers for this great app.,"February 18, 2019"
2407,"from now on, no need to attend any government department, I can renew my legalized documents such as my driving license or my passport while I'm at home or work 😁😁","February 16, 2019"
2408,best app ever.. u made ur life easy.. good job,"February 19, 2019"
2409,Help a lot and save time,"February 18, 2019"
2410,I like Absher application. it is very helpful for me and my family. Thanks MOI.,"February 18, 2019"
2411,Best app ever.. thanks for making our life easier ❤,"February 17, 2019"
2412,Family visa procedure Still need to apply manually family residence visa try to update and make it easy for all at online process,"March 23, 2021"
2413,"What a great app, it makes our life easier.","February 17, 2019"
2414,Good and very easy to use thanks,"October 5, 2021"
2415,"Big big big help this app provides for saudis, thanks for the developers","February 17, 2019"
2416,improved ur data service and speed confirmation. ..,"February 6, 2021"
2417,Very difficult to register,"September 7, 2019"
2418,Great App makes your life easy Thanks a lot MOI,"February 18, 2019"
2419,"The Best App. Everyone Can Use. For Govments Perpose isue, Iqama & for more...","October 16, 2019"
2420,"Good application, make the life easier","February 17, 2019"
2421,Greatest app ever made by the government. you can do everything from your home.,"February 12, 2019"
2422,Very useful app and most important for Saudi residents,"February 17, 2019"
2423,excellent and multi function,"February 17, 2019"
2424,Easy to use. User friendly.,"February 13, 2022"
2425,Excellent App. it ease my job.,"February 17, 2019"
2426,this is the best apk in my mobial for me and to all my family . they have full authority to do all there goverment activity alone . even me i do not have to be with them . they have the full power over there life .i need it for all my task and my family need it even our nabor . we all found it so important for automate our govermental life even wile we are in USA.,"February 17, 2019"
2427,"this app makes our lives easy, as simple as that","February 22, 2019"
2428,best application ever many thanks to minstery of interior 🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦,"February 16, 2019"
2429,"best application ever, made my life easier. thanks","February 17, 2019"
2430,One of the best app that makes our life easier.,"February 17, 2019"
2431,easy and clear App,"February 17, 2019"
2432,Excellent Platform developed with tremendous efforts to serve millions of citizens and residents.,"February 17, 2019"
2433,sooo easy sooo helpful . Thanks,"February 17, 2019"
2434,amazing application to be our life more easily,"February 18, 2019"
2435,I love it I dont have to wait in the sun to finish a task related to the government it's an E-Services provider amazing!!! in love with SA,"February 18, 2019"
2436,excellent services is included 😍,"February 17, 2019"
2437,Excellent app. User friendly,"February 17, 2019"
2438,It's indispensable and irreplaceable app,"February 17, 2019"
2439,Perfect UI & UX,"February 17, 2019"
2440,"Good application, made my life easier.","February 17, 2019"
2441,best gov. app ever... hope we have similar app in the US.,"February 17, 2019"
2442,Very very helpful for all the nationality holders,"June 1, 2020"
2443,We are proud of such an application. This application facilitates the handling of passports and emigration for citizens and residents. For males and for females,"February 17, 2019"
2444,Great platform to facilitate the civil services,"February 23, 2019"
2445,Must open without net and free speed,"March 9, 2021"
2446,"Easy to use, efficient","February 18, 2019"
2447,one of the best egovernment sys in the world. easy to use and delecate .. thank you Absher,"February 17, 2019"
2448,This app makes my life easier. It is an invention not only an app.,"February 17, 2019"
2449,excellent app that save a lot of time,"February 17, 2019"
2450,Very helpful app made all my transactions easy,"February 14, 2019"
2451,Why aren't we opening this app or through website. Please fix the problem ASAP,"April 23, 2020"
2452,It's helpful and you can do so many things from one touch,"February 17, 2019"
2453,"amazing app and easy to use. ,,👍👍👍","February 17, 2019"
2454,the best feature here is male gaurdianship it's awesome I can control anywoman I know and america can do nothing about it,"July 29, 2019"
2455,an easy functional app,"February 17, 2019"
2456,best application ever made it's make your life easier and better,"February 17, 2019"
2457,Best app for e services,"February 17, 2019"
2458,Excellent service and very helpful Masha Allah,"November 16, 2021"
2459,Excellent Application. Made my life comfortable.,"February 24, 2019"
2460,This application is not working from last update.,"November 21, 2021"
2461,"Great application, no more ques no more papers","February 18, 2019"
2462,One of the best app for our all personal data's.,"May 7, 2021"
2463,the best app ever .. good design .. just perfect,"February 18, 2019"
2464,Best app ever for completing our documents,"February 17, 2019"
2465,Excellent application made our life very easy,"February 19, 2019"
2466,Thank prophet Muhammad (peace be upon him) for creating this wonderful app. It must be the best app ever. Now I can make sure that my six-year-old wife will never escape until I take her virginity when she's nine.,"March 4, 2019"
2467,It's making my life easier and faster.,"February 16, 2019"
2468,"The best governmental app service ever,, thanks ministry of interior","February 20, 2019"
2469,one of the best ever apps that I'm use and make our life easier,"February 17, 2019"
2470,Very Helpful.. Makes life so much easier,"February 17, 2019"
2471,it's an amazing experience amazing app thanks MOI thanks Absher,"February 18, 2019"
2472,Excellent app that makes iur lifes easy,"February 17, 2019"
2473,fast and helpful application,"February 17, 2019"
2474,Really useful app make our life easier,"February 18, 2019"
2475,easy and useful app,"February 17, 2019"
2476,Great app I can do my procedures in interior ministry easy thanks,"February 17, 2019"
2477,"Amazing App, Make Easyier life","February 18, 2019"
2478,"Good, but... This site is Every time problems...","November 19, 2020"
2479,I don't know what happen to this app now days I even can't sign in,"June 21, 2020"
2480,good work and easy job,"February 17, 2019"
2481,Easy and very useful,"February 17, 2019"
2482,The best application is to finish all your government work from home,"February 17, 2019"
2483,Very useful and easy to use,"February 21, 2019"
2484,Very effective to find detail information. Thx,"November 9, 2021"
2485,Cant open app..its crashing,"April 19, 2022"
2486,Old version was good to use services.,"June 14, 2021"
2487,Oh man this app is great for COVID-19 cases to enter everywhere,"February 16, 2021"
2488,very usfuel app and simple,"February 18, 2019"
2489,Excellent app it make our life easy,"February 17, 2019"
2490,great application do a lot of thing in my home just few minutes,"February 17, 2019"
2491,"Perfect, it alerted me when my wife was about to leave the country 😂 lol. Cheers from 🇦🇪","February 16, 2019"
2492,"Good app If there is 7 stars I well give , Change our lives for the better","February 17, 2019"
2493,It is help us to do all process without moving,"February 17, 2019"
2494,Powerful app that my life and work easier,"February 17, 2019"
2495,i love it! all those days of long waiting in government offices are gone.,"February 18, 2019"
2496,The best application which helps Saudi and Non Saudi process government documents on easy way through technology.,"February 18, 2019"
2497,"People who follow the western media are so misled. Humans judge by insights, not following others like sheeps. Please be a human. This is absolutely the best e-services app that a citizen could ask for. This app made it possible to sit at home and get your papers reissued and sent to your house with no human interaction whatsoever. Why would you think any app will get this support by its users and having a high rating? :)","March 20, 2019"
2498,Excellent website Every body take benefit,"June 17, 2021"
2499,best application makes our governments services easier,"February 17, 2019"
2500,one of the best app in the world and made the service to the Saudi and foreigner working in Saudia transactions easy and in hand.,"February 17, 2019"
2501,Great app.. it made my life so much easier. 🙏,"February 18, 2019"
2502,The best app ever. This is electronic government at its best.,"February 17, 2019"
2503,Wonderful experience to make government transactions smooth. One of the best success stories in digital transformation of Saudi government services,"February 18, 2019"
2504,its very important to have and easy to use,"February 18, 2019"
2505,Very good apps for easy indoemation,"April 19, 2020"
2506,"it is a very important application to finish most of my government documents, thanks ministry of interior","February 17, 2019"
2507,Very good application and very helpful,"February 19, 2019"
2508,Very good app. Thanks for absher team.,"June 8, 2021"
2509,Very good application and I am very interested to learn more about that,"February 17, 2019"
2510,Absher provides the best government services. It made life easier. Thanks absher,"February 17, 2019"
2511,Very helpful and so much secure,"August 16, 2020"
2512,"best app in my life, made my life much easier no more physical visits, thanks NIC","February 16, 2019"
2513,"One of the best apps, and it's easy to use.","February 17, 2019"
2514,Previous system is better than new version. Now not working very bad,"July 27, 2021"
2515,best app and very powerful great job,"February 17, 2019"
2516,one of the best apps all over the world 👍🏻👍🏻👍🏻👍🏻👍🏻 its really fantastic.,"February 18, 2019"
2517,"Many processes of ministry of interior in one app, made my life easy ❤️","February 18, 2019"
2518,"Kindly check why the absher and absher Individual are same or mixed up, please keep the absher Aap separate.","June 15, 2021"
2519,great application that made our life easy.,"February 18, 2019"
2520,Amazing apps making our life easier,"February 17, 2019"
2521,excellent application thanks for those who are working on it,"February 16, 2019"
2522,Is the best government application that easiest everyone transaction.,"February 17, 2019"
2523,helpful and easy to use app,"March 2, 2019"
2524,A great useful application thanks lovely Saudi Arabia,"February 17, 2019"
2525,Best app ever gives most servers to men and women alike think you KSA and MBS I'm proud to part in this beautiful country,"February 17, 2019"
2526,Best app for e-gov. Making our life easier,"February 16, 2019"
2527,very good application and very helpful,"February 17, 2019"
2528,"this is awosome app ,i can do all my things in goverment here by my mobile in my home . this is great saudi arabia🇸🇦👍","February 17, 2019"
2529,Very amazing and helpfull app.,"February 17, 2019"
2530,Best app in e governement ever Thanks to all whom involved in this powerful platfurm,"February 19, 2019"
2531,Good but very slow loging.,"November 2, 2021"
2532,This app has the optimal levels of performance ❤🇸🇦,"February 18, 2019"
2533,it made my and my family's life more easier. thanx absher,"February 17, 2019"
2534,so useful.. love how it made my life so much easier.. 👍👍👍,"February 18, 2019"
2535,Excellent application and very helpful,"July 12, 2021"
2536,Great and easy to use 🇸🇦,"February 17, 2019"
2537,wonderful app makes many things to help people do thier documents,"February 23, 2019"
2538,excellent application and very helpful,"February 18, 2019"
2539,amazing app to serve both citizens and expats in Saudi for all their needs from MOI.gov,"February 17, 2019"
2540,Best government application in the work you can dobe your work from anywhere,"February 17, 2019"
2541,best app in the universe. we are proud of it. thank you MOI,"February 20, 2019"
2542,Its easy and fast,"February 17, 2019"
2543,Best application in the entire world. It made our life so easy,"February 17, 2019"
2544,Cant connect to server issue.,"October 16, 2021"
2545,Very very nice and helpful app. So I give 5 stars,"September 30, 2020"
2546,Excellent application for all government services,"February 18, 2019"
2547,Super Easy to use.,"February 17, 2019"
2548,I am not able to open this app in india...then how can i check my iqama expiry date and others,"June 21, 2021"
2549,"I didn't get my verification code after entering username and password,","December 5, 2018"
2550,helping people and me to do our documents faster than ever,"February 23, 2019"
2551,the perfect way to ease all government services,"February 16, 2019"
2552,"Save time, thx for the great app","February 17, 2019"
2553,It's easy to inquiry the Access,"July 20, 2022"
2554,Couldn't imagine the life without Abshar. The best app ever!,"February 16, 2019"
2555,"It makes everything easier, this is the best app ever","February 18, 2019"
2556,very helpful and easy to use...,"February 17, 2019"
2557,Its very useful and easy to use,"August 1, 2022"
2558,very good app nice and easy &helpful,"February 17, 2019"
2559,Must be good no more log in the time using the app,"March 22, 2022"
2560,Excellent service.very nice app.,"June 27, 2021"
2561,Best app that can make the citizens life easy,"February 17, 2019"
2562,all government services are made handy in this incredible application..,"February 18, 2019"
2563,It's really helpful specially this time of pandemic.,"October 12, 2021"
2564,easy to use full government approval app,"February 15, 2019"
2565,Hassle free online service. Best of government services,"September 10, 2019"
2566,oppressing the women under my legal domination has never been easier! this app is like uber for honor killings!!,"March 5, 2019"
2567,love it.. fast and easy.,"February 17, 2019"
2568,Excellent app the helped Saudis to achieve many of their public services from their homes,"February 16, 2019"
2569,This application provides sufficient personal information to every users,"July 14, 2021"
2570,extremely helpful and usable,"February 16, 2019"
2571,Made our life easier.. Very good job.,"August 19, 2019"
2572,Its the best app i ever used in kingdom of saudi arabia,"June 25, 2021"
2573,It makes everything easier than before.,"February 18, 2019"
2574,"Best apps ever, say goodbye to the long que","February 17, 2019"
2575,one of the best app i ever deal with. big thumbs up 👍.,"February 17, 2019"
2576,Very nice and helpful service,"November 25, 2021"
2577,دمت يا وطني thanks for creating this app it's make every thing easy,"February 16, 2019"
2578,Why am I not able to change my password always keeps telling me something wrong,"November 25, 2021"
2579,"Most of the bad reviews here from people affected by the western media. - My government fighting the banks to lower the interest rates. - A woman can walk any time anywhere in any major city and no one could harm her. - The Killing rate is one of the lowest in the world. - We have the most advance services regarding education, communication, health care, technology etc. Pushing the ""Western freedom""down our throats not going to work we have OUR own style of life, and we are happy.","February 18, 2019"
2580,I have been resting my password over and over but I can't login with it,"April 28, 2022"
2581,helpful and practical to follow up with my renewals,"May 20, 2019"
2582,One of the best apps for our nation!!,"February 17, 2019"
2583,I am proud of so much too much useful application for us thanks....,"June 19, 2021"
2584,"best app , it facilitates our life , thinks for the people who is behind it","February 17, 2019"
2585,Best application ever ! make my life easy.,"February 22, 2019"
2586,"Very useful app, thanks to the Saudi government.","February 16, 2019"
2587,Simple and easy,"October 26, 2021"
2588,excellent application and helpfull,"February 17, 2019"
2589,The best app ever. Makes Saudis life easier,"February 18, 2019"
2590,Great app make life easier. thank you,"February 17, 2019"
2591,makes your life easy. amazing app.,"February 21, 2019"
2592,I love it and use it to make my life easy thank you Absher,"February 17, 2019"
2593,it's the best app ever it makes my life much easier.,"February 17, 2019"
2594,excellent app .. really it's very helpful ..,"February 17, 2019"
2595,good app It's easier and faster,"February 17, 2019"
2596,Very useful.. Gets the job done,"February 16, 2019"
2597,I just hate wrost app i have seen ever it all about wasting the time i m going to unistall,"December 21, 2019"
2598,Excellent application. Thanks Absher for this wonderful service,"February 17, 2019"
2599,I can't tick and I stay logged in in my absheraccount !!! Now it's telling mi wrong password,"June 20, 2022"
2600,Very useful and helpful and easy to use,"December 11, 2021"
2601,Very good application Made our life easier,"February 18, 2019"
2602,its an amazing application.. big thanks for Ministry of interior,"February 17, 2019"
2603,it's the best App I always use it and I am very happy to have it.,"February 17, 2019"
2604,Very useful and make my life easier,"February 21, 2019"
2605,Wow your documents is safe and all service provider,"October 3, 2022"
2606,4gb ram mobile not working bakabaas app,"July 19, 2022"
2607,Very helpful app and time saver,"February 18, 2019"
2608,Amazing app its work absolutely good.,"June 25, 2021"
2609,Nice and easy to use app.,"July 30, 2021"
2610,"Helpful, saving time.","February 17, 2019"
2611,the best app ever to help the population mens and women,"February 18, 2019"
2612,Best app. Make the govt processes easy. Thx MOI,"February 19, 2019"
2613,Good app to use the MOI service to renew your paperwork online. it's must for every Saudi family women or men.,"February 18, 2019"
2614,"amazing app, makes our life simple","February 17, 2019"
2615,Good Job and Nice Working with Good Luck,"January 12, 2022"
2616,great app ... our life became easier with such app,"February 17, 2019"
2617,thank you Saudi Arabia for this apps. make our life easy. شكرا السعوديه لهذا التطبيق الي سهل علينا الحياه,"February 17, 2019"
2618,useful and tremendous app to help Saudi citizens whatever the gender and age to process there governmental commitments. there's some random speech about this app which track women by their guardians which is FAKE and who believes that is an IDIOT.,"February 16, 2019"
2619,This is very very easy app and good works i like its app,"January 7, 2021"
2620,Its very hard to install until now i can't download your apps so sad i already pay for.Absher for thumb then i can't download here,"March 5, 2022"
2621,one of the best apps. it makes our Life easier,"February 17, 2019"
2622,Fast reply and good service,"August 8, 2021"
2623,This is very usefull and easy to use,"October 5, 2019"
2624,"It makes our life easier, we can do everything without going to any office of government.","February 16, 2019"
2625,Good app i used the app for more than 160 service.,"February 18, 2019"
2626,The best app ever for all your government transactions,"February 17, 2019"
2627,the best app in google play store makes my life much more easy thank you saudi arabia,"February 19, 2019"
2628,Cannot log in need recovery password,"September 19, 2019"
2629,this app save my time and my effort ..thank you our goverment,"February 17, 2019"
2630,very useful application let ABSHER continue developing the app,"February 17, 2019"
2631,"exceptional application by the government of KSA. The best application developed by the government of KSA, which streamlined a lot of government processes and made life much easier for millions of people living in the kingdom.","February 17, 2019"
2632,Good apps very good Service,"July 5, 2021"
2633,"its a great,amizing and helpful app.","February 17, 2019"
2634,very helpful app in governmental services,"February 17, 2019"
2635,Not good its not open still problam in pakistan whats is this old is to much better then the best butt new update verry bad plz check that 00000000 star this app,"August 5, 2021"
2636,Good app for saudi all services,"October 28, 2020"
2637,The best app ever. Has nothing to do with any claims of violating privacy.,"February 18, 2019"
2638,the best government service of all time,"February 17, 2019"
2639,Excellent app easy to use,"April 27, 2022"
2640,very helpful app .. make our life easier 👍,"February 18, 2019"
2641,Excellent app all my family happy to use it.,"February 17, 2019"
2642,This is the best application can help residences,"February 17, 2019"
2643,it's make everything simple,"February 19, 2019"
2644,useful for any foreigner in. saudi arabia,"May 22, 2019"
2645,"save time exlant, I love it...","February 22, 2019"
2646,افضل تطبيق حكومي One of the best governmental applications and non-culture of the Saudi society for the best thanks to all those who maintain it,"February 18, 2019"
2647,"Sir, I have entered the machine with my finger, now why can't I login to the mobile with that password?","September 15, 2022"
2648,Enytime if I want to open they want to update hahahaha 😆,"August 31, 2022"
2649,you can do most all the government services through this application from passport renewal to driving license issue while sitting in your chair at home,"February 17, 2019"
2650,It's really amazing everything is easy with Absher,"February 17, 2019"
2651,the old version is better than new.so i request to update the old version,"June 18, 2021"
2652,"This service provide us every update for our families status, Excellent applications KSA","July 12, 2021"
2653,This is one type of application platform which is introduce resident and nonresident boidata digitally.,"December 26, 2021"
2654,Best app ever. made every thing easy,"February 17, 2019"
2655,"Every time that I need to open my absher account, I need to change my password before I open it. Why???","November 23, 2021"
2656,This is an excellent application and highly recommended for every Citizen and Resident,"April 15, 2021"
2657,really good and easy to use,"February 17, 2019"
2658,very useful for government services 👍🏻,"February 17, 2019"
2659,Real app real Services to make your life easy thanks,"February 18, 2019"
2660,"excellent, easy, efficient","February 19, 2019"
2661,Very easy and super,"June 4, 2021"
2662,"Good app, great services","February 18, 2019"
2663,أشكر مملكتنا الحبيبة على هذه الخدمة الرائعة وليخسأ الأعداء والنسويات معهم هههههه. Feminists in KSA are giving this beautiful app 1 star because they can't travel without permission LOL.,"February 17, 2019"
2664,It's most applications help you to get many services in one point,"February 17, 2019"
2665,It’s very help full app the employees.,"January 13, 2022"
2666,This application saved me from trips to govermont offices. Now I could do most of my aerons from home.,"February 17, 2019"
2667,Best app with respect to usage friendliness.,"May 27, 2020"
2668,greay app make our life easy ..تطبيق رائع وخدمه جباره,"February 17, 2019"
2669,Very good apps and very useful.,"February 14, 2019"
2670,I want to help my friend for open tawakkalna but in this new version I can't get that that old option. Pl some body can help me how to do that pl help me. Thank you so much,"June 17, 2021"
2671,there is noting on my phone that made life easier for me more than this app,"February 20, 2019"
2672,Very much useful app for saudi government update dor as.,"November 21, 2020"
2673,Such a great app. makes life easier.,"February 17, 2019"
2674,"for those who say this app is making things harder, You are joking, right? i lettarly can re-new my national id and driving liscence from my own bed. Thanks KSA for this ease on your people. Sorry for bad English.","February 18, 2019"
2675,"App for civil services , saving time and arrange your processing.","February 17, 2019"
2676,Its totally disgusting of the new updating Dont waste your time and Mbs to downloading fellas 👎👎,"June 29, 2021"
2677,Great National App that simplify our life,"March 18, 2019"
2678,Very easy and helpful,"July 27, 2021"
2679,Really it is the best application from the government make our lives easy. Thanks KSA ❤️,"February 17, 2019"
2680,There is no phone application in the whole world for governmental services has this lots of services in this high quality for citizens and residents.,"February 19, 2019"
2681,easy to use. full access to all you MOI civil needs well done 👍👍👍👍👍,"February 17, 2019"
2682,Crashes after last update,"March 25, 2022"
2683,"Thats very nice to your situition about your documentary i love it,,","November 18, 2022"
2684,one of the most powerful app allover the internet.,"February 18, 2019"
2685,Thanks a lot for the services this app offer,"February 17, 2019"
2686,An excellent app to do all my MOI services 👍,"February 15, 2019"
2687,This application now is very essential to perform all processes of immegration and national registration and documentation.,"February 19, 2019"
2688,great app with great services,"February 19, 2019"
2689,unique app services,"February 19, 2019"
2690,I couldn't open this app from india.. can you help to open it,"March 25, 2020"
2691,this one of the easiest and well designed apps i had ever used👍,"February 17, 2019"
2692,Mashallah Very Nice Application and Good Working ..,"November 11, 2019"
2693,it is agreat app and very simple and helpful,"February 18, 2019"
2694,"Time, money and effort saver","February 17, 2019"
2695,Absher is the best app anyone can have to manage his personal life and related government services,"February 17, 2019"
2696,the best and the easiest app,"February 17, 2019"
2697,Very use full and very Good Application,"May 23, 2020"
2698,Good apps very good service,"July 3, 2021"
2699,many services under one app thanks very much,"February 17, 2019"
2700,Its very nice...and very easy too use..thanks,"October 4, 2021"
2701,one of the best apps. great govt. services,"February 17, 2019"
2702,This is very helpful and very easy to use,"February 17, 2019"
2703,A wonderful app and so easy,"February 17, 2019"
2704,"Love it, makes our lives way easier.","February 17, 2019"
2705,Sophisticated and great application.,"February 18, 2019"
2706,Very easy to operate,"May 22, 2020"
2707,greeat app help my complete in an app what took visting few government agency to complete,"February 15, 2019"
2708,good program and I need it to make my life easy 😊,"February 18, 2019"
2709,Thanks for interior ministry for great application,"February 17, 2019"
2710,It is very easy for Used,"December 2, 2021"
2711,The best program to dealing with government departments,"February 17, 2019"
2712,Super and Nice system.,"November 5, 2021"
2713,useful app and saves time,"February 18, 2019"
2714,"Love this app, we can use it without having internet here in saudi arabia.","September 30, 2019"
2715,Easy and beneficial,"February 16, 2019"
2716,"If you try it, you will see how much it positive..perfect","February 17, 2019"
2717,This apps is very good. security powerful.,"March 17, 2021"
2718,Amazing..you will know about your record and information where the country you belong..,"January 19, 2022"
2719,Absher and absher individuals apps are now the same. Now there is no service to check iqama expiry for other persons,"June 13, 2021"
2720,it's great app it make our life easier .. thank you,"February 17, 2019"
2721,makes my life easier.. all you need in one app,"February 17, 2019"
2722,Excellent service. Please make Tawkalna available in Absher as well,"October 30, 2021"
2723,it's one if the most important applications which makes my life easier.,"February 17, 2019"
2724,Excellent App to the extent I have used it so far after installing it today.,"January 19, 2020"
2725,"Older version was good, this is lite version","December 20, 2021"
2726,The best governmental and service application in the world,"February 17, 2019"
2727,best governmental app that can make your life essay.,"February 17, 2019"
2728,Very good. All information is here,"July 7, 2020"
2729,"Uncountable features, Services from 7 Departments under Ministry of Interior. These services are for all citizens and residents. It really makes our life much easier.","February 17, 2019"
2730,very nice app and esay for all user and useful,"February 17, 2019"
2731,very easy and helpful,"February 17, 2019"
2732,this app so bad long time no open now cannot open 🙄,"May 25, 2022"
2733,A visit visa does not appear for my son. The old version was better.,"September 14, 2021"
2734,best app ever made in the world for e-government services,"February 18, 2019"
2735,amazing app make our life easier,"February 18, 2019"
2736,A great app with many services!,"February 17, 2019"
2737,"Good App, have detail information","July 6, 2021"
2738,"very useful, time saving","February 17, 2019"
2739,In one sentence 😊 My daily affairs became easy after I used this app 🤩😎,"February 18, 2019"
2740,Great application make our life easier 👍🏻,"February 17, 2019"
2741,usful and powerful for every single citizen. all working men and women need it great job,"February 17, 2019"
2742,"very beneficial, made life easier 👍🏼","February 20, 2019"
2743,This application makes government services clearer and easier.,"February 18, 2019"
2744,Need 8gb ram and to much problem,"July 19, 2022"
2745,The best application make our live easier,"February 18, 2019"
2746,Not proper maintain. Everytime problem,"April 22, 2020"
2747,"Simply, makes your life much easier","February 17, 2019"
2748,Perfect application makes our life easier,"February 17, 2019"
2749,The best Application with 160 eservices,"February 17, 2019"
2750,very easy and helpful,"February 17, 2019"
2751,"Not good this new varshon, Old varshon was very useful i like Old varshon","September 10, 2021"
2752,the program made my live easy from driver license to the intenational passport i thank allah fpr the people who design this app it is masterpiece of the government work,"February 17, 2019"
2753,It's one of the best applications and services,"February 17, 2019"
2754,Very useful and perfect App,"February 17, 2019"
2755,Very handy and informative,"September 12, 2021"
2756,"The best app ever, Thank you Kingdom of Saudi Arabia","February 17, 2019"
2757,We got ease of life and the best quality of the electronics servicese with Absher App.,"February 18, 2019"
2758,great app utilizing our time reduce movement cost consider the environment gas paper consumption,"February 18, 2019"
2759,Easy to use and help me to get my official documents without visiting the office Thanks to GOV.,"February 17, 2019"
2760,"This app is the future of government services, I think if governments around the world adapted such an approach they will save a lot in public money.","June 1, 2019"
2761,All required application visible instantly.,"April 10, 2022"
2762,why don't work Re-Entry and Final Exit Option?? 😡😡😡,"May 23, 2021"
2763,Everytime to much problem to login....,"September 2, 2021"
2764,fast and time saver,"February 19, 2019"
2765,Good apps very good service,"July 5, 2021"
2766,I dont know I want chik my iqama expired not easy to use this app.,"September 15, 2020"
2767,this is one of the programs that shows how you can make people life easy...i am so proud of it.,"February 16, 2019"
2768,Always stopped if i open the digital card,"October 21, 2022"
2769,All in one is this software..very nice,"January 15, 2021"
2770,"perfect Apps, made our life easy me snd my family....","February 18, 2019"
2771,very compatible app,"February 17, 2019"
2772,Best app .. never remove it from the store,"February 17, 2019"
2773,Excellent. made life easier.,"February 17, 2019"
2774,"this app makes life way easier, love this app and i recommend everyone to use it","February 17, 2019"
2775,"I hope the world learn from Saudi Arabia, and leave behind them the papers, to start making everything online.","February 17, 2019"
2776,تطبيق اكثر من رائع create application and easy to using,"February 17, 2019"
2777,Very useful. Thanks for creating Absher.,"February 23, 2019"
2778,thank you MOI for the great app. it makes our life easier,"February 17, 2019"
2779,Save a lot of times big thanks,"February 17, 2019"
2780,Dear sir i am lost my phone numbar.now how can i change or add new numbar without old phone numbar.plzz help,"February 11, 2021"
2781,vrey helpful app and useful you can do every government papers from your house,"February 17, 2019"
2782,This absar not working. That is not useful very sad,"August 11, 2020"
2783,This is the most useful and important app in the Play Store.,"February 17, 2019"
2784,This app is a 2019th version of 5th century mindset. why do women need mens permission? Is she not capable enough to make her decision? This app clearly discriminates women.,"February 19, 2019"
2785,This is useful but we need to update,"October 4, 2021"
2786,Very nice app and service 👌,"October 30, 2021"
2787,Great 👌👌otp why not working ? About national information fake,"May 20, 2022"
2788,The most beautiful and powerful application👍👍👍👍👍,"February 17, 2019"
2789,Not clear & difficult,"July 14, 2021"
2790,Can not open the application now a days. It was so good before.,"August 19, 2020"
2791,this app helped me finish alot of mt government related prosesses very easily,"February 17, 2019"
2792,Having difficulty sometime opening,"October 16, 2021"
2793,Nice and best apps.use easy,"March 5, 2020"
2794,easy and good app,"February 17, 2019"
2795,After update absher change as Individuals not happy for that new update,"June 3, 2021"
2796,best app make everything easy,"February 18, 2019"
2797,Every personal information easy,"January 11, 2022"
2798,Very easy use full,"June 4, 2021"
2799,Great app to track everything with the government,"February 18, 2019"
2800,It is great app.. Useful app I can do my every thing through it,"February 17, 2019"
2801,Visit visas currently inside country not showing in updated app,"June 16, 2021"
2802,Very good application. Thank you so much!,"February 17, 2019"
2803,Amazing App which makes my life easier,"February 17, 2019"
2804,"Indispensable app, love everything about it.","March 2, 2019"
2805,Excellent application to help residents of Saudi Arabia accomplish their government related transactions online. It is a great step toward electronic government.,"February 16, 2019"
2806,very helpful and useful,"February 18, 2019"
2807,Good service and useful,"March 2, 2022"
2808,very good app and make my work fastest than other way thanx 🙏🙏,"February 18, 2019"
2809,I signed in in the website but when I tried to sign in in the app I couldn't,"February 1, 2022"
2810,The old version was better No much informations Please fix it,"June 24, 2021"
2811,why its very slow to log in,"April 25, 2022"
2812,make our life easier... thank you for this great services,"February 17, 2019"
