Unnamed: 0,review,date,new_review,Polarity,Parts_of_speech,sentiment
1209,an exceptional app that made life easier and no more coraption to get things done,"March 3, 2019",an exceptional app that made life easier and no more coraption to get things done,0.20833333333333331,"[('an', 'DT'), ('exceptional', 'JJ'), ('app', 'NN'), ('that', 'WDT'), ('made', 'VBD'), ('life', 'NN'), ('easier', 'JJR'), ('and', 'CC'), ('no', 'DT'), ('more', 'JJR'), ('coraption', 'NN'), ('to', 'TO'), ('get', 'VB'), ('things', 'NNS'), ('done', 'VBN')]",Positive
1210,This app is the greatest. It facilitates our life and its covers a lot off issues,"February 17, 2019",This app is the greatest It facilitates our life and its covers a lot off issues,1.0,"[('This', 'DT'), ('app', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('greatest', 'JJS'), ('It', 'PRP'), ('facilitates', 'VBZ'), ('our', 'PRP$'), ('life', 'NN'), ('and', 'CC'), ('its', 'PRP$'), ('covers', 'NNS'), ('a', 'DT'), ('lot', 'NN'), ('off', 'IN'), ('issues', 'NNS')]",Positive
1211,this app is extremely great . easy to use simple. it is save my time,"February 17, 2019",this app is extremely great  easy to use simple it is save my time,0.41111111111111115,"[('this', 'DT'), ('app', 'NN'), ('is', 'VBZ'), ('extremely', 'RB'), ('great', 'JJ'), ('easy', 'JJ'), ('to', 'TO'), ('use', 'VB'), ('simple', 'JJ'), ('it', 'PRP'), ('is', 'VBZ'), ('save', 'JJ'), ('my', 'PRP$'), ('time', 'NN')]",Positive
1212,Good application for everyone who wants to make easy ourselves 🙂 services.,"August 14, 2021",Good application for everyone who wants to make easy ourselves  services,0.4444444444444444,"[('Good', 'JJ'), ('application', 'NN'), ('for', 'IN'), ('everyone', 'NN'), ('who', 'WP'), ('wants', 'VBZ'), ('to', 'TO'), ('make', 'VB'), ('easy', 'JJ'), ('ourselves', 'NNS'), ('services', 'NNS')]",Positive
1213,excellent app save a lot of time from going to goverment appointments,"February 17, 2019",excellent app save a lot of time from going to goverment appointments,1.0,"[('excellent', 'JJ'), ('app', 'NN'), ('save', 'VBP'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('time', 'NN'), ('from', 'IN'), ('going', 'VBG'), ('to', 'TO'), ('goverment', 'VB'), ('appointments', 'NNS')]",Positive
1214,Not a friendly user app. So difficult to log in. I cant log in.,"February 3, 2021",Not a friendly user app So difficult to log in I cant log in,-0.34375,"[('Not', 'RB'), ('a', 'DT'), ('friendly', 'JJ'), ('user', 'NN'), ('app', 'NN'), ('So', 'RB'), ('difficult', 'JJ'), ('to', 'TO'), ('log', 'VB'), ('in', 'IN'), ('I', 'PRP'), ('cant', 'VBP'), ('log', 'NN'), ('in', 'IN')]",Negative
1215,Issues with logg in difficulties process.. Logging should be smooth with verifications..,"July 8, 2021",Issues with logg in difficulties process Logging should be smooth with verifications,0.4,"[('Issues', 'NNS'), ('with', 'IN'), ('logg', 'NN'), ('in', 'IN'), ('difficulties', 'NNS'), ('process', 'IN'), ('Logging', 'NNP'), ('should', 'MD'), ('be', 'VB'), ('smooth', 'VBN'), ('with', 'IN'), ('verifications', 'NNS')]",Positive
1216,It is realy wonderful and useful that makes our lifestyle much more easier.,"February 18, 2019",It is realy wonderful and useful that makes our lifestyle much more easier,0.6,"[('It', 'PRP'), ('is', 'VBZ'), ('realy', 'JJ'), ('wonderful', 'JJ'), ('and', 'CC'), ('useful', 'JJ'), ('that', 'WDT'), ('makes', 'VBZ'), ('our', 'PRP$'), ('lifestyle', 'JJ'), ('much', 'RB'), ('more', 'RBR'), ('easier', 'JJ')]",Positive
1217,best application save alot of time and money and easy to use,"February 17, 2019",best application save alot of time and money and easy to use,0.7166666666666667,"[('best', 'JJS'), ('application', 'NN'), ('save', 'NN'), ('alot', 'NN'), ('of', 'IN'), ('time', 'NN'), ('and', 'CC'), ('money', 'NN'), ('and', 'CC'), ('easy', 'JJ'), ('to', 'TO'), ('use', 'VB')]",Positive
1218,Very good and useful application. Easy to use and saves a lot of time and effort.,"February 17, 2019",Very good and useful application Easy to use and saves a lot of time and effort,0.5477777777777778,"[('Very', 'RB'), ('good', 'JJ'), ('and', 'CC'), ('useful', 'JJ'), ('application', 'NN'), ('Easy', 'NNP'), ('to', 'TO'), ('use', 'VB'), ('and', 'CC'), ('saves', 'VBZ'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('time', 'NN'), ('and', 'CC'), ('effort', 'NN')]",Positive
1219,"since using this app, I haven't wasted any minutes visiting government offices for my civilian registration needs and obligation its all in one app, SMART COUNTRY 🙏🇸🇦","February 18, 2019",since using this app I havent wasted any minutes visiting government offices for my civilian registration needs and obligation its all in one app SMART COUNTRY ,0.007142857142857131,"[('since', 'IN'), ('using', 'VBG'), ('this', 'DT'), ('app', 'NN'), ('I', 'PRP'), ('havent', 'VBP'), ('wasted', 'VBN'), ('any', 'DT'), ('minutes', 'NNS'), ('visiting', 'VBG'), ('government', 'NN'), ('offices', 'NNS'), ('for', 'IN'), ('my', 'PRP$'), ('civilian', 'JJ'), ('registration', 'NN'), ('needs', 'NNS'), ('and', 'CC'), ('obligation', 'NN'), ('its', 'PRP$'), ('all', 'DT'), ('in', 'IN'), ('one', 'CD'), ('app', 'JJ'), ('SMART', 'NNP'), ('COUNTRY', 'NNP')]",Positive
1220,"The best app, save our time and makes our life easier ... Thanks","February 17, 2019",The best app save our time and makes our life easier  Thanks,0.6,"[('The', 'DT'), ('best', 'JJS'), ('app', 'NN'), ('save', 'VB'), ('our', 'PRP$'), ('time', 'NN'), ('and', 'CC'), ('makes', 'VBZ'), ('our', 'PRP$'), ('life', 'NN'), ('easier', 'JJR'), ('Thanks', 'NNS')]",Positive
1221,I can't open taking a lot of time just browsing browsing browsing,"October 16, 2021",I cant open taking a lot of time just browsing browsing browsing,0.0,"[('I', 'PRP'), ('cant', 'VBP'), ('open', 'JJ'), ('taking', 'VBG'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('time', 'NN'), ('just', 'RB'), ('browsing', 'VBG'), ('browsing', 'VBG'), ('browsing', 'NN')]",Positive
1222,The best and comprehensive application that helps achieve all residence related issues.,"February 17, 2019",The best and comprehensive application that helps achieve all residence related issues,0.5,"[('The', 'DT'), ('best', 'JJS'), ('and', 'CC'), ('comprehensive', 'JJ'), ('application', 'NN'), ('that', 'WDT'), ('helps', 'VBZ'), ('achieve', 'VB'), ('all', 'DT'), ('residence', 'NN'), ('related', 'VBN'), ('issues', 'NNS')]",Positive
1223,The most powerful public service application. Life has never been easier.,"February 19, 2019",The most powerful public service application Life has never been easier,0.26666666666666666,"[('The', 'DT'), ('most', 'RBS'), ('powerful', 'JJ'), ('public', 'JJ'), ('service', 'NN'), ('application', 'NN'), ('Life', 'NNP'), ('has', 'VBZ'), ('never', 'RB'), ('been', 'VBN'), ('easier', 'JJR')]",Positive
1224,"It is an exceptional app, it saves you time and effort.","February 18, 2019",It is an exceptional app it saves you time and effort,0.6666666666666666,"[('It', 'PRP'), ('is', 'VBZ'), ('an', 'DT'), ('exceptional', 'JJ'), ('app', 'NN'), ('it', 'PRP'), ('saves', 'VBZ'), ('you', 'PRP'), ('time', 'NN'), ('and', 'CC'), ('effort', 'NN')]",Positive
1225,"this is best app for online vehicle registration new or renewal, traffic violations penalties and dependents visa renewals etc..","July 27, 2019",this is best app for online vehicle registration new or renewal traffic violations penalties and dependents visa renewals etc,0.5681818181818181,"[('this', 'DT'), ('is', 'VBZ'), ('best', 'JJS'), ('app', 'NN'), ('for', 'IN'), ('online', 'JJ'), ('vehicle', 'NN'), ('registration', 'NN'), ('new', 'JJ'), ('or', 'CC'), ('renewal', 'JJ'), ('traffic', 'NN'), ('violations', 'NNS'), ('penalties', 'NNS'), ('and', 'CC'), ('dependents', 'NNS'), ('visa', 'JJ'), ('renewals', 'NNS'), ('etc', 'VBP')]",Positive
1226,Great Government App. I can do many transactions with a single tuoch.,"February 20, 2019",Great Government App I can do many transactions with a single tuoch,0.40952380952380957,"[('Great', 'JJ'), ('Government', 'NNP'), ('App', 'NNP'), ('I', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('many', 'JJ'), ('transactions', 'NNS'), ('with', 'IN'), ('a', 'DT'), ('single', 'JJ'), ('tuoch', 'NN')]",Positive
1227,"Instead of having to wait in line for governmental services, I can now do a lot of things through this app.","February 17, 2019",Instead of having to wait in line for governmental services I can now do a lot of things through this app,0.0,"[('Instead', 'RB'), ('of', 'IN'), ('having', 'VBG'), ('to', 'TO'), ('wait', 'VB'), ('in', 'IN'), ('line', 'NN'), ('for', 'IN'), ('governmental', 'JJ'), ('services', 'NNS'), ('I', 'PRP'), ('can', 'MD'), ('now', 'RB'), ('do', 'VB'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('things', 'NNS'), ('through', 'IN'), ('this', 'DT'), ('app', 'NN')]",Positive
1228,Excellent Service. Its really help in times of emergency.,"November 5, 2018",Excellent Service Its really help in times of emergency,0.6,"[('Excellent', 'JJ'), ('Service', 'NNP'), ('Its', 'PRP$'), ('really', 'RB'), ('help', 'VB'), ('in', 'IN'), ('times', 'NNS'), ('of', 'IN'), ('emergency', 'NN')]",Positive
1229,best app ever thank you saudi Arabia government to make everything easier than other countries,"February 16, 2019",best app ever thank you saudi Arabia government to make everything easier than other countries,0.4375,"[('best', 'JJS'), ('app', 'NN'), ('ever', 'RB'), ('thank', 'VBD'), ('you', 'PRP'), ('saudi', 'VBP'), ('Arabia', 'JJ'), ('government', 'NN'), ('to', 'TO'), ('make', 'VB'), ('everything', 'NN'), ('easier', 'JJR'), ('than', 'IN'), ('other', 'JJ'), ('countries', 'NNS')]",Positive
1230,Not good app I'm giving option to reset my password and that's repeating me that again.,"January 15, 2021",Not good app Im giving option to reset my password and thats repeating me that again,-0.35,"[('Not', 'RB'), ('good', 'JJ'), ('app', 'NNS'), ('Im', 'NNP'), ('giving', 'VBG'), ('option', 'NN'), ('to', 'TO'), ('reset', 'VB'), ('my', 'PRP$'), ('password', 'NN'), ('and', 'CC'), ('thats', 'NNS'), ('repeating', 'VBG'), ('me', 'PRP'), ('that', 'IN'), ('again', 'RB')]",Negative
1231,تطبيق رائع ..سهل الخدمات الحكومية بالنسبة للمواطنين وقدم خدمة ذات جودة وسرعة ممتازة Great application .. Easy government services for citizens and provided service of quality and speed is excellent,"February 17, 2019",tTbyq ry shl lkhdmt lHkwmy blnsb llmwTnyn wqdm khdm dht jwd wsr mmtz Great application  Easy government services for citizens and provided service of quality and speed is excellent,0.7444444444444445,"[('tTbyq', 'NN'), ('ry', 'NN'), ('shl', 'NN'), ('lkhdmt', 'NN'), ('lHkwmy', 'NN'), ('blnsb', 'NN'), ('llmwTnyn', 'NN'), ('wqdm', 'NN'), ('khdm', 'NN'), ('dht', 'NN'), ('jwd', 'NN'), ('wsr', 'NN'), ('mmtz', 'NN'), ('Great', 'NNP'), ('application', 'NN'), ('Easy', 'NNP'), ('government', 'NN'), ('services', 'NNS'), ('for', 'IN'), ('citizens', 'NNS'), ('and', 'CC'), ('provided', 'JJ'), ('service', 'NN'), ('of', 'IN'), ('quality', 'NN'), ('and', 'CC'), ('speed', 'NN'), ('is', 'VBZ'), ('excellent', 'JJ')]",Positive
1232,I cannot open this apps.. i enter my id and password but its not working..my god,"April 9, 2021",I cannot open this apps i enter my id and password but its not workingmy god,0.0,"[('I', 'PRP'), ('can', 'MD'), ('not', 'RB'), ('open', 'VB'), ('this', 'DT'), ('apps', 'NN'), ('i', 'NN'), ('enter', 'VBP'), ('my', 'PRP$'), ('id', 'NN'), ('and', 'CC'), ('password', 'NN'), ('but', 'CC'), ('its', 'PRP$'), ('not', 'RB'), ('workingmy', 'JJ'), ('god', 'NN')]",Positive
1233,Very nice application and very helpful. I like it. Best app. Thank you my country,"February 17, 2019",Very nice application and very helpful I like it Best app Thank you my country,0.66,"[('Very', 'RB'), ('nice', 'JJ'), ('application', 'NN'), ('and', 'CC'), ('very', 'RB'), ('helpful', 'JJ'), ('I', 'PRP'), ('like', 'VBP'), ('it', 'PRP'), ('Best', 'NNP'), ('app', 'VBZ'), ('Thank', 'NNP'), ('you', 'PRP'), ('my', 'PRP$'), ('country', 'NN')]",Positive
1234,Excellent. facilitates and simplifies official paperwork,"February 17, 2019",Excellent facilitates and simplifies official paperwork,1.0,"[('Excellent', 'JJ'), ('facilitates', 'NNS'), ('and', 'CC'), ('simplifies', 'NNS'), ('official', 'JJ'), ('paperwork', 'NN')]",Positive
1235,"one of the best apps ever, save time for me to do most of my work at home.","February 17, 2019",one of the best apps ever save time for me to do most of my work at home,0.75,"[('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('apps', 'NN'), ('ever', 'RB'), ('save', 'JJ'), ('time', 'NN'), ('for', 'IN'), ('me', 'PRP'), ('to', 'TO'), ('do', 'VB'), ('most', 'JJS'), ('of', 'IN'), ('my', 'PRP$'), ('work', 'NN'), ('at', 'IN'), ('home', 'NN')]",Positive
1236,Sex Slide clipboard items to delete theSlide clipboard itemsSlide clipboard items to delete them to delete themText you copy will automatically show hereSlide clipboard items to delete themm,"August 26, 2021",Sex Slide clipboard items to delete theSlide clipboard itemsSlide clipboard items to delete them to delete themText you copy will automatically show hereSlide clipboard items to delete themm,0.0,"[('Sex', 'NN'), ('Slide', 'NNP'), ('clipboard', 'NN'), ('items', 'NNS'), ('to', 'TO'), ('delete', 'VB'), ('theSlide', 'RB'), ('clipboard', 'JJ'), ('itemsSlide', 'RB'), ('clipboard', 'RB'), ('items', 'NNS'), ('to', 'TO'), ('delete', 'VB'), ('them', 'PRP'), ('to', 'TO'), ('delete', 'VB'), ('themText', 'NN'), ('you', 'PRP'), ('copy', 'VBP'), ('will', 'MD'), ('automatically', 'RB'), ('show', 'VB'), ('hereSlide', 'RB'), ('clipboard', 'JJ'), ('items', 'NNS'), ('to', 'TO'), ('delete', 'VB'), ('themm', 'NN')]",Positive
1237,excelent app and very helpful and easy to use and very much in need,"February 17, 2019",excelent app and very helpful and easy to use and very much in need,0.29777777777777775,"[('excelent', 'NN'), ('app', 'NN'), ('and', 'CC'), ('very', 'RB'), ('helpful', 'JJ'), ('and', 'CC'), ('easy', 'JJ'), ('to', 'TO'), ('use', 'VB'), ('and', 'CC'), ('very', 'RB'), ('much', 'RB'), ('in', 'IN'), ('need', 'NN')]",Positive
1238,"instead of waiting for weeks to do what I want, I just need a few minutes!!.. great app..","February 17, 2019",instead of waiting for weeks to do what I want I just need a few minutes great app,0.30000000000000004,"[('instead', 'RB'), ('of', 'IN'), ('waiting', 'VBG'), ('for', 'IN'), ('weeks', 'NNS'), ('to', 'TO'), ('do', 'VB'), ('what', 'WP'), ('I', 'PRP'), ('want', 'VBP'), ('I', 'PRP'), ('just', 'RB'), ('need', 'VB'), ('a', 'DT'), ('few', 'JJ'), ('minutes', 'NNS'), ('great', 'JJ'), ('app', 'NN')]",Positive
1239,Best application ever easying my life and governmental services never been so clear and easy using this app.,"February 17, 2019",Best application ever easying my life and governmental services never been so clear and easy using this app,0.5111111111111112,"[('Best', 'JJS'), ('application', 'NN'), ('ever', 'RB'), ('easying', 'VBG'), ('my', 'PRP$'), ('life', 'NN'), ('and', 'CC'), ('governmental', 'JJ'), ('services', 'NNS'), ('never', 'RB'), ('been', 'VBN'), ('so', 'RB'), ('clear', 'JJ'), ('and', 'CC'), ('easy', 'JJ'), ('using', 'VBG'), ('this', 'DT'), ('app', 'NN')]",Positive
1240,Great app. It makes life much easier in dealing with government bureaucracy.,"February 19, 2019",Great app It makes life much easier in dealing with government bureaucracy,0.5,"[('Great', 'NNP'), ('app', 'VBZ'), ('It', 'PRP'), ('makes', 'VBZ'), ('life', 'NN'), ('much', 'JJ'), ('easier', 'JJR'), ('in', 'IN'), ('dealing', 'VBG'), ('with', 'IN'), ('government', 'NN'), ('bureaucracy', 'NN')]",Positive
1241,amazing and unique. doing my tasks while lying on the bed,"February 16, 2019",amazing and unique doing my tasks while lying on the bed,0.48750000000000004,"[('amazing', 'NN'), ('and', 'CC'), ('unique', 'JJ'), ('doing', 'VBG'), ('my', 'PRP$'), ('tasks', 'NNS'), ('while', 'IN'), ('lying', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('bed', 'NN')]",Positive
1242,Great app. really it transformed the way of saudi citizens do governmental documents to a very professional level.,"February 17, 2019",Great app really it transformed the way of saudi citizens do governmental documents to a very professional level,0.37666666666666665,"[('Great', 'NNP'), ('app', 'VBZ'), ('really', 'RB'), ('it', 'PRP'), ('transformed', 'VBD'), ('the', 'DT'), ('way', 'NN'), ('of', 'IN'), ('saudi', 'NN'), ('citizens', 'NNS'), ('do', 'VBP'), ('governmental', 'JJ'), ('documents', 'NNS'), ('to', 'TO'), ('a', 'DT'), ('very', 'RB'), ('professional', 'JJ'), ('level', 'NN')]",Positive
1243,always crash slow app no proper management very bad use of technology,"July 11, 2019",always crash slow app no proper management very bad use of technology,-0.4033333333333333,"[('always', 'RB'), ('crash', 'NN'), ('slow', 'JJ'), ('app', 'NN'), ('no', 'DT'), ('proper', 'JJ'), ('management', 'NN'), ('very', 'RB'), ('bad', 'JJ'), ('use', 'NN'), ('of', 'IN'), ('technology', 'NN')]",Negative
1244,it is both time and mony saver for me .I can،t live without it any more . it made my phone the so important to me .,"February 18, 2019",it is both time and mony saver for me I cant live without it any more  it made my phone the so important to me ,0.34545454545454546,"[('it', 'PRP'), ('is', 'VBZ'), ('both', 'DT'), ('time', 'NN'), ('and', 'CC'), ('mony', 'NN'), ('saver', 'NN'), ('for', 'IN'), ('me', 'PRP'), ('I', 'PRP'), ('cant', 'VBP'), ('live', 'JJ'), ('without', 'IN'), ('it', 'PRP'), ('any', 'DT'), ('more', 'RBR'), ('it', 'PRP'), ('made', 'VBD'), ('my', 'PRP$'), ('phone', 'NN'), ('the', 'DT'), ('so', 'RB'), ('important', 'JJ'), ('to', 'TO'), ('me', 'PRP')]",Positive
1245,the best app in the market. its helpful and easy access . I like it.,"February 17, 2019",the best app in the market its helpful and easy access  I like it,0.7166666666666667,"[('the', 'DT'), ('best', 'JJS'), ('app', 'NN'), ('in', 'IN'), ('the', 'DT'), ('market', 'NN'), ('its', 'PRP$'), ('helpful', 'JJ'), ('and', 'CC'), ('easy', 'JJ'), ('access', 'NN'), ('I', 'PRP'), ('like', 'IN'), ('it', 'PRP')]",Positive
1246,After update couldn't log in its showing error every time,"January 30, 2022",After update couldnt log in its showing error every time,0.0,"[('After', 'IN'), ('update', 'JJ'), ('couldnt', 'NN'), ('log', 'NN'), ('in', 'IN'), ('its', 'PRP$'), ('showing', 'NN'), ('error', 'NN'), ('every', 'DT'), ('time', 'NN')]",Positive
1247,An excellent app and very useful and make our life easier,"February 17, 2019",An excellent app and very useful and make our life easier,0.6950000000000001,"[('An', 'DT'), ('excellent', 'JJ'), ('app', 'NN'), ('and', 'CC'), ('very', 'RB'), ('useful', 'JJ'), ('and', 'CC'), ('make', 'VB'), ('our', 'PRP$'), ('life', 'NN'), ('easier', 'JJR')]",Positive
1248,Best app that helps people in The Kingdom of Saudi Arabia to get most of government documents & services while staying home.,"February 18, 2019",Best app that helps people in The Kingdom of Saudi Arabia to get most of government documents  services while staying home,0.75,"[('Best', 'NNP'), ('app', 'NN'), ('that', 'WDT'), ('helps', 'VBZ'), ('people', 'NNS'), ('in', 'IN'), ('The', 'DT'), ('Kingdom', 'NNP'), ('of', 'IN'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('to', 'TO'), ('get', 'VB'), ('most', 'JJS'), ('of', 'IN'), ('government', 'NN'), ('documents', 'NNS'), ('services', 'NNS'), ('while', 'IN'), ('staying', 'VBG'), ('home', 'NN')]",Positive
1249,"Absher not working at the moment and keep saying check your internet while my internet is working great at the moment, I dnt what happened with Absher, before that it was awesome","August 20, 2020",Absher not working at the moment and keep saying check your internet while my internet is working great at the moment I dnt what happened with Absher before that it was awesome,0.9,"[('Absher', 'RB'), ('not', 'RB'), ('working', 'VBG'), ('at', 'IN'), ('the', 'DT'), ('moment', 'NN'), ('and', 'CC'), ('keep', 'VB'), ('saying', 'VBG'), ('check', 'VB'), ('your', 'PRP$'), ('internet', 'NN'), ('while', 'IN'), ('my', 'PRP$'), ('internet', 'NN'), ('is', 'VBZ'), ('working', 'VBG'), ('great', 'JJ'), ('at', 'IN'), ('the', 'DT'), ('moment', 'NN'), ('I', 'PRP'), ('dnt', 'VBP'), ('what', 'WP'), ('happened', 'VBD'), ('with', 'IN'), ('Absher', 'NNP'), ('before', 'IN'), ('that', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('awesome', 'JJ')]",Positive
1250,Every time show update but when i try to update its not working.,"January 29, 2022",Every time show update but when i try to update its not working,0.0,"[('Every', 'DT'), ('time', 'NN'), ('show', 'NN'), ('update', 'JJ'), ('but', 'CC'), ('when', 'WRB'), ('i', 'JJ'), ('try', 'VBP'), ('to', 'TO'), ('update', 'VB'), ('its', 'PRP$'), ('not', 'RB'), ('working', 'VBG')]",Positive
1251,Best government application up to date. no application in the play store can meet half of its functions. This application allow anyone lives inside our beloved Kingdom of Saudi Arabia to do all his government transactions from his home or any place he feel comfortable in.,"February 17, 2019",Best government application up to date no application in the play store can meet half of its functions This application allow anyone lives inside our beloved Kingdom of Saudi Arabia to do all his government transactions from his home or any place he feel comfortable in,0.4833333333333333,"[('Best', 'RBS'), ('government', 'NN'), ('application', 'NN'), ('up', 'RB'), ('to', 'TO'), ('date', 'NN'), ('no', 'DT'), ('application', 'NN'), ('in', 'IN'), ('the', 'DT'), ('play', 'NN'), ('store', 'NN'), ('can', 'MD'), ('meet', 'VB'), ('half', 'NN'), ('of', 'IN'), ('its', 'PRP$'), ('functions', 'NNS'), ('This', 'DT'), ('application', 'NN'), ('allow', 'IN'), ('anyone', 'NN'), ('lives', 'VBZ'), ('inside', 'IN'), ('our', 'PRP$'), ('beloved', 'JJ'), ('Kingdom', 'NNP'), ('of', 'IN'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('to', 'TO'), ('do', 'VB'), ('all', 'DT'), ('his', 'PRP$'), ('government', 'NN'), ('transactions', 'NNS'), ('from', 'IN'), ('his', 'PRP$'), ('home', 'NN'), ('or', 'CC'), ('any', 'DT'), ('place', 'NN'), ('he', 'PRP'), ('feel', 'VBZ'), ('comfortable', 'JJ'), ('in', 'IN')]",Positive
1252,Best app ever for all govermental thinga like passport and national id u could them while u drink a cup of tea,"February 17, 2019",Best app ever for all govermental thinga like passport and national id u could them while u drink a cup of tea,1.0,"[('Best', 'JJS'), ('app', 'NN'), ('ever', 'RB'), ('for', 'IN'), ('all', 'DT'), ('govermental', 'JJ'), ('thinga', 'NNS'), ('like', 'IN'), ('passport', 'NN'), ('and', 'CC'), ('national', 'JJ'), ('id', 'NN'), ('u', 'NN'), ('could', 'MD'), ('them', 'PRP'), ('while', 'IN'), ('u', 'JJ'), ('drink', 'VBP'), ('a', 'DT'), ('cup', 'NN'), ('of', 'IN'), ('tea', 'NN')]",Positive
1253,"Excellent App, very easy and great services.","February 16, 2019",Excellent App very easy and great services,0.7877777777777778,"[('Excellent', 'JJ'), ('App', 'NNP'), ('very', 'RB'), ('easy', 'JJ'), ('and', 'CC'), ('great', 'JJ'), ('services', 'NNS')]",Positive
1254,can't open it when i update the app it's not working.,"June 30, 2019",cant open it when i update the app its not working,0.0,"[('cant', 'NN'), ('open', 'VB'), ('it', 'PRP'), ('when', 'WRB'), ('i', 'JJ'), ('update', 'VBP'), ('the', 'DT'), ('app', 'NN'), ('its', 'PRP$'), ('not', 'RB'), ('working', 'VBG')]",Positive
1255,"It's the platform that assist me, family and employees working under my sponsorship to access all government services online thus helping all for time, money, travel and safety.","February 17, 2019",Its the platform that assist me family and employees working under my sponsorship to access all government services online thus helping all for time money travel and safety,0.0,"[('Its', 'PRP$'), ('the', 'DT'), ('platform', 'NN'), ('that', 'WDT'), ('assist', 'VBZ'), ('me', 'PRP'), ('family', 'NN'), ('and', 'CC'), ('employees', 'NNS'), ('working', 'VBG'), ('under', 'IN'), ('my', 'PRP$'), ('sponsorship', 'NN'), ('to', 'TO'), ('access', 'NN'), ('all', 'DT'), ('government', 'NN'), ('services', 'NNS'), ('online', 'VBP'), ('thus', 'RB'), ('helping', 'VBG'), ('all', 'DT'), ('for', 'IN'), ('time', 'NN'), ('money', 'NN'), ('travel', 'NN'), ('and', 'CC'), ('safety', 'NN')]",Positive
1256,"Its a useful application,as all the information in one roof we can get.","August 30, 2021",Its a useful applicationas all the information in one roof we can get,0.3,"[('Its', 'PRP$'), ('a', 'DT'), ('useful', 'JJ'), ('applicationas', 'NN'), ('all', 'PDT'), ('the', 'DT'), ('information', 'NN'), ('in', 'IN'), ('one', 'CD'), ('roof', 'NN'), ('we', 'PRP'), ('can', 'MD'), ('get', 'VB')]",Positive
1257,It is an amazing App. You can do most of your works in your place.,"February 17, 2019",It is an amazing App You can do most of your works in your place,0.55,"[('It', 'PRP'), ('is', 'VBZ'), ('an', 'DT'), ('amazing', 'JJ'), ('App', 'NNP'), ('You', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('most', 'JJS'), ('of', 'IN'), ('your', 'PRP$'), ('works', 'NNS'), ('in', 'IN'), ('your', 'PRP$'), ('place', 'NN')]",Positive
1258,easy to use and very helful app.. thanks for making my life much easier.,"February 17, 2019",easy to use and very helful app thanks for making my life much easier,0.2583333333333333,"[('easy', 'JJ'), ('to', 'TO'), ('use', 'VB'), ('and', 'CC'), ('very', 'RB'), ('helful', 'JJ'), ('app', 'NN'), ('thanks', 'NNS'), ('for', 'IN'), ('making', 'VBG'), ('my', 'PRP$'), ('life', 'NN'), ('much', 'RB'), ('easier', 'JJR')]",Positive
1259,very useful & helpful. highly recommended for Saudi & residents.,"February 17, 2019",very useful  helpful highly recommended for Saudi  residents,0.275,"[('very', 'RB'), ('useful', 'JJ'), ('helpful', 'JJ'), ('highly', 'RB'), ('recommended', 'VBN'), ('for', 'IN'), ('Saudi', 'NNP'), ('residents', 'NNS')]",Positive
1260,perfect easy to use app. nad very very helpful.,"February 17, 2019",perfect easy to use app nad very very helpful,0.5644444444444444,"[('perfect', 'JJ'), ('easy', 'NN'), ('to', 'TO'), ('use', 'VB'), ('app', 'JJ'), ('nad', 'JJ'), ('very', 'RB'), ('very', 'RB'), ('helpful', 'JJ')]",Positive
1261,Please just fix the app problem it's not opening. A good essential app of ksa .appreciate,"March 14, 2022",Please just fix the app problem its not opening A good essential app of ksa appreciate,0.35,"[('Please', 'VB'), ('just', 'RB'), ('fix', 'VB'), ('the', 'DT'), ('app', 'NN'), ('problem', 'NN'), ('its', 'PRP$'), ('not', 'RB'), ('opening', 'VBG'), ('A', 'NNP'), ('good', 'JJ'), ('essential', 'JJ'), ('app', 'NN'), ('of', 'IN'), ('ksa', 'NN'), ('appreciate', 'NN')]",Positive
1262,great and very useful application thanks for all who work on it to make our life better and easier,"February 18, 2019",great and very useful application thanks for all who work on it to make our life better and easier,0.4725,"[('great', 'JJ'), ('and', 'CC'), ('very', 'RB'), ('useful', 'JJ'), ('application', 'NN'), ('thanks', 'NNS'), ('for', 'IN'), ('all', 'DT'), ('who', 'WP'), ('work', 'VBP'), ('on', 'IN'), ('it', 'PRP'), ('to', 'TO'), ('make', 'VB'), ('our', 'PRP$'), ('life', 'NN'), ('better', 'RBR'), ('and', 'CC'), ('easier', 'JJR')]",Positive
1263,"the best application ever. ease of use, one stop shop.","February 18, 2019",the best application ever ease of use one stop shop,1.0,"[('the', 'DT'), ('best', 'JJS'), ('application', 'NN'), ('ever', 'RB'), ('ease', 'NN'), ('of', 'IN'), ('use', 'NN'), ('one', 'CD'), ('stop', 'NN'), ('shop', 'NN')]",Positive
